날짜,북,동,남,서,강수량,풍속
2018-01-14,0,0.07,0.93,0,0,1.23
2018-01-15,0.86,0,0,0.14,0,1.51
2018-01-16,0.24,0.76,0,0,0,0.69
2018-01-17,0.8,0,0,0.2,0,1.91
2018-01-18,0.89,0,0,0.11,0,1.9
2018-01-19,0.8,0,0,0.2,0,1.62
2018-01-20,0.83,0,0,0.17,0,2.56
2018-01-21,0.76,0,0,0.24,0,1.32
2018-01-22,0.82,0,0,0.18,,2.6
2018-01-23,0.87,0,0,0.13,,3.65
2018-01-24,0.51,0,0,0.49,0,3.87
2018-01-25,0.38,0,0,0.62,0,3.01
2018-01-26,0.49,0,0,0.51,,2.98
2018-01-27,0.91,0,0,0.09,0,2.05
2018-01-28,0.92,0,0,0.08,0,2.52
2018-01-29,0,0,0,1,0,2.77
2018-01-30,0,0,0.2,0.8,0.5,1.99
2018-01-31,0.62,0,0,0.38,,1.86
2018-02-01,0.56,0,0,0.44,0,2.06
2018-02-02,0.83,0,0,0.17,0,1.96
2018-02-03,0.8,0,0,0.2,,3.41
2018-02-04,0.82,0,0,0.18,0,2.81
2018-02-05,0.58,0,0,0.42,0,3.89
2018-02-06,0.91,0,0,0.09,0,3.33
2018-02-07,0.73,0,0,0.27,0,1.76
2018-02-08,0.18,0.82,0,0,0,0.65
2018-02-09,0.28,0.72,0,0,0,0.8
2018-02-10,0.83,0,0,0.17,0,3.01
2018-02-11,0.91,0,0,0.09,0,2.88
2018-02-12,0.8,0,0,0.2,0,2.78
2018-02-13,0.91,0,0,0.09,0,1.87
2018-02-14,0.67,0,0,0.33,0,3.23
2018-02-15,0.84,0,0,0.16,0,2.65
2018-02-16,0.93,0,0,0.07,0,2.5
2018-02-17,0.89,0,0,0.11,0,2.99
2018-02-18,0.82,0,0,0.18,0,1.45
2018-02-19,0.82,0,0,0.18,0,1.49
2018-02-20,0.8,0,0,0.2,0,2.24
2018-02-21,0.53,0,0,0.47,0,2.65
2018-02-22,0,0,0.64,0.36,0,3.36
2018-02-23,0.87,0,0,0.13,,1.37
2018-02-24,0.82,0,0,0.18,0,2.42
2018-02-25,0.93,0,0,0.07,0,2.42
2018-02-26,0.71,0,0,0.29,0,1.45
2018-02-27,0.78,0,0,0.22,0,1.09
2018-02-28,0.98,0.02,0,0,25,2.05
2018-03-01,0.91,0,0,0.09,0.5,3.4
2018-03-02,0.96,0,0,0.04,0,2.06
2018-03-03,0.96,0,0,0.04,0,2.3
2018-03-04,0.49,0.51,0,0,11.5,1.46
2018-03-05,0,0.1,0.9,0,3.5,2.02
2018-03-06,0.22,0.78,0,0,0,0.73
2018-03-07,0,0.24,0.76,0,0.5,1.68
2018-03-08,0.62,0,0,0.38,4,2.23
2018-03-09,0.8,0,0,0.2,0,1.63
2018-03-10,0.84,0,0,0.16,0,2.22
2018-03-11,0.84,0,0,0.16,0,2.31
2018-03-12,0.82,0,0,0.18,0,2.48
2018-03-13,0,0,0.31,0.69,0,2.28
2018-03-14,0,0,0.52,0.48,0,2.45
2018-03-15,0.73,0,0,0.27,27,2.46
2018-03-16,0.94,0.06,0,0,0,2.4
2018-03-17,0.87,0,0,0.13,0,2.4
2018-03-18,0,0,0,1,0.5,1.69
2018-03-19,0.96,0.04,0,0,1,3.06
2018-03-20,0,0.02,0.98,0,0,3.82
2018-03-21,0.31,0.69,0,0,1,1.83
2018-03-22,0.91,0,0,0.09,0,2.32
2018-03-23,0.82,0,0,0.18,0,2.13
2018-03-24,0.86,0,0,0.14,0,2.62
2018-03-25,0.93,0,0,0.07,0,1.88
2018-03-26,0.87,0,0,0.13,0,2.32
2018-03-27,0.8,0,0,0.2,0,1.98
2018-03-28,0.92,0,0,0.08,0,2.32
2018-03-29,0.84,0,0,0.16,0,2.23
2018-03-30,0.8,0,0,0.2,0,2.12
2018-03-31,0.87,0,0,0.13,0,2.15
2018-04-01,0,0,0.22,0.78,0,1.96
2018-04-02,0,0,0.44,0.56,0,2.03
2018-04-03,0.87,0,0,0.13,0,2.71
2018-04-04,0,0.07,0.93,0,18.5,1.99
2018-04-05,0.98,0.02,0,0,10.5,2.4
2018-04-06,0.89,0,0,0.11,,3.08
2018-04-07,0.87,0,0,0.13,0,4.19
2018-04-08,0.89,0,0,0.11,3,1.89
2018-04-09,0.29,0.71,0,0,0,0.72
2018-04-10,0,0,0.31,0.69,5,5.76
2018-04-11,0.84,0,0,0.16,,2.96
2018-04-12,0.87,0,0,0.13,0,2.52
2018-04-13,0.4,0.6,0,0,0,1.06
2018-04-14,0.91,0,0,0.09,9,2.99
2018-04-15,0.8,0,0,0.2,0,2.78
2018-04-16,0.71,0,0,0.29,0,2.13
2018-04-17,0.91,0,0,0.09,0,3.11
2018-04-18,0.91,0,0,0.09,0,1.9
2018-04-19,0.8,0,0,0.2,0,2.37
2018-04-20,0.26,0.74,0,0,0,0.54
2018-04-21,0.87,0,0,0.13,0,2.24
2018-04-22,0.36,0.64,0,0,15.5,1.15
2018-04-23,0,0.27,0.73,0,59,2.4
2018-04-24,0,0.2,0.8,0,3,1.55
2018-04-25,0.84,0,0,0.16,0,3.05
2018-04-26,0.89,0,0,0.11,0,2.35
2018-04-27,0.84,0,0,0.16,0,1.99
2018-04-28,0.84,0,0,0.16,0,2.08
2018-04-29,0.89,0,0,0.11,0,2.63
2018-04-30,0.79,0,0,0.21,0,2.15
2018-05-01,0.82,0,0,0.18,0,1.61
2018-05-02,0.89,0,0,0.11,12,3.04
2018-05-03,0.83,0,0,0.17,1,2.57
2018-05-04,0.91,0,0,0.09,0,2.96
2018-05-05,0,0,0.16,0.84,0,3.13
2018-05-06,0.49,0.51,0,0,22,0.92
2018-05-07,0.87,0,0,0.13,0,1.71
2018-05-08,0,0.04,0.96,0,0,1.97
2018-05-09,0.87,0,0,0.13,0,2.18
2018-05-10,0.91,0,0,0.09,0,2.76
2018-05-11,0.93,0,0,0.07,0,1.94
2018-05-12,0.58,0.42,0,0,32,0.82
2018-05-13,0.86,0,0,0.14,0.5,2.29
2018-05-14,0.93,0,0,0.07,0,1.93
2018-05-15,0.71,0,0,0.29,0,0.9
2018-05-16,0,0,0,1,45,2.11
2018-05-17,0.82,0,0,0.18,83,1.97
2018-05-18,0.36,0.64,0,0,6.5,1.54
2018-05-19,0.38,0.62,0,0,0,1.75
2018-05-20,0.42,0.58,0,0,0,1.4
2018-05-21,0,0.42,0.58,0,0,1.58
2018-05-22,0.82,0,0,0.18,12.5,1.32
2018-05-23,0.53,0,0,0.47,6.5,2.27
2018-05-24,0.29,0.71,0,0,0,1.21
2018-05-25,0.84,0,0,0.16,0,2.37
2018-05-26,0.91,0,0,0.09,0,1.86
2018-05-27,0.91,0,0,0.09,0,2.16
2018-05-28,0.89,0,0,0.11,0,2.56
2018-05-29,0.82,0,0,0.18,1,2.49
2018-05-30,0.96,0,0,0.04,,2.86
2018-05-31,0.79,0,0,0.21,0,2.47
2018-06-01,0.89,0,0,0.11,0,2.45
2018-06-02,0.84,0,0,0.16,0,2.1
2018-06-03,0.84,0,0,0.16,0,2.36
2018-06-04,0.87,0,0,0.13,0,1.99
2018-06-05,0.49,0,0,0.51,0,1.8
2018-06-06,0.98,0,0,0.02,0,2.54
2018-06-07,0.98,0,0,0.02,0,2.07
2018-06-08,0.87,0,0,0.13,0,2.37
2018-06-09,0.38,0.62,0,0,0.5,1.31
2018-06-10,0.99,0.01,0,0,0.5,1.46
2018-06-11,0.83,0,0,0.17,5,1.59
2018-06-12,0.82,0,0,0.18,0,2.46
2018-06-13,0.74,0,0,0.26,0,1.71
2018-06-14,0,0.16,0.84,0,29,1.2
2018-06-15,0,0.02,0.98,0,16.5,1.61
2018-06-16,0.82,0,0,0.18,0,1.53
2018-06-17,0.89,0,0,0.11,0,1.54
2018-06-18,0.91,0,0,0.09,0,2.5
2018-06-19,0.87,0,0,0.13,0,1.65
2018-06-20,0.89,0,0,0.11,0,2.57
2018-06-21,0.87,0,0,0.13,0,2.27
2018-06-22,0.89,0,0,0.11,0,2.12
2018-06-23,0.96,0,0,0.04,0,2.64
2018-06-24,0.82,0,0,0.18,0,2.06
2018-06-25,0.78,0,0,0.22,0,1.32
2018-06-26,0,0,0.62,0.38,71.5,3.21
2018-06-27,0,0,0.29,0.71,1,2.35
2018-06-28,0,0,0.13,0.87,26.5,1.55
2018-06-29,0.84,0,0,0.16,6.5,1.88
2018-06-30,0.31,0.69,0,0,14.5,0.81
2018-07-01,0,0.07,0.93,0,83.5,0.86
2018-07-02,0.47,0.53,0,0,59.5,0.83
2018-07-03,0.37,0.63,0,0,0.5,1.13
2018-07-04,0.98,0,0,0.02,0,2.42
2018-07-05,0.43,0.57,0,0,0.5,1.22
2018-07-06,0,0.02,0.98,0,0,2.02
2018-07-07,0.84,0.16,0,0,0,1.65
2018-07-08,0,0.4,0.6,0,0,1.4
2018-07-09,0,0.2,0.8,0,14,1.33
2018-07-10,0.42,0.58,0,0,16.5,1.11
2018-07-11,0.36,0.64,0,0,3,0.86
2018-07-12,0.8,0,0,0.2,1,1.81
2018-07-13,0.84,0,0,0.16,0,1.73
2018-07-14,0.82,0,0,0.18,0,2.03
2018-07-15,0.89,0,0,0.11,0,2.25
2018-07-16,0.73,0,0,0.27,0,2.02
2018-07-17,0.81,0,0,0.19,0,2.04
2018-07-18,0.82,0,0,0.18,0,2.06
2018-07-19,0.8,0,0,0.2,0,2.14
2018-07-20,0.82,0,0,0.18,0,2.21
2018-07-21,0.76,0,0,0.24,0,1.65
2018-07-22,0.87,0,0,0.13,0,2.13
2018-07-23,0.98,0,0,0.02,0,1.87
2018-07-24,0.91,0,0,0.09,0,2.56
2018-07-25,0.82,0,0,0.18,0,2.02
2018-07-26,0.89,0,0,0.11,0,2.16
2018-07-27,0.87,0,0,0.13,0,2.45
2018-07-28,0,0,0.99,0.01,7.5,1.62
2018-07-29,0.36,0.64,0,0,0,1.73
2018-07-30,0.53,0.47,0,0,0,1.5
2018-07-31,0,0.24,0.76,0,0,1.26
2018-08-01,0.84,0,0,0.16,0,2.2
2018-08-02,0.93,0,0,0.07,0,2.09
2018-08-03,0.87,0,0,0.13,0,2.69
2018-08-04,0.91,0,0,0.09,0,2.54
2018-08-05,0.88,0,0,0.12,2,3.08
2018-08-06,0.89,0,0,0.11,7,1.89
2018-08-07,0.91,0,0,0.09,0,2.51
2018-08-08,0.91,0,0,0.09,0,2.7
2018-08-09,0.92,0,0,0.08,2,1.95
2018-08-10,0.33,0.67,0,0,0,1.11
2018-08-11,0,0.58,0.42,0,0,1.73
2018-08-12,0,0.4,0.6,0,5,1.94
2018-08-13,0.31,0.69,0,0,1,0.86
2018-08-14,0.22,0.78,0,0,0,0.45
2018-08-15,0.56,0.44,0,0,1,0.95
2018-08-16,0.4,0.6,0,0,0,1.52
2018-08-17,0,0.24,0.76,0,0,2.11
2018-08-18,0.12,0,0,0.88,0,1.6
2018-08-19,0.47,0.53,0,0,0,0.98
2018-08-20,0,0,0.07,0.93,0,2.97
2018-08-21,0,0,0.11,0.89,5,3.4
2018-08-22,0.49,0.51,0,0,0,1.14
2018-08-23,0.73,0.27,0,0,3,2.15
2018-08-24,0.91,0,0,0.09,7.5,2.31
2018-08-25,0,0,0.13,0.87,0,3.05
2018-08-26,0.42,0.58,0,0,2,0.87
2018-08-27,0.69,0.31,0,0,19.5,1.04
2018-08-28,0.58,0.42,0,0,96.5,0.64
2018-08-29,0,0,0.2,0.8,42,3.23
2018-08-30,0.89,0,0,0.11,9.5,1.9
2018-08-31,0.87,0,0,0.13,0,2.11
2018-09-01,0.29,0.71,0,0,0,0.91
2018-09-02,0,0.38,0.62,0,0,1.82
2018-09-03,0,0.18,0.82,0,34.5,1.07
2018-09-04,0.56,0,0,0.44,,2.74
2018-09-05,0.96,0,0,0.04,0,3.37
2018-09-06,0,0,0.21,0.79,1,3.19
2018-09-07,0.62,0,0,0.38,0.5,2.72
2018-09-08,0.61,0,0,0.39,0,2.27
2018-09-09,0.61,0.39,0,0,0,1.29
2018-09-10,0.8,0.2,0,0,0,1.88
2018-09-11,0.84,0.16,0,0,0,1.68
2018-09-12,0.6,0.4,0,0,0,1.62
2018-09-13,0.64,0.36,0,0,0,1.4
2018-09-14,0.76,0.24,0,0,0.5,1.47
2018-09-15,0.84,0.16,0,0,0,1.2
2018-09-16,0.96,0,0,0.04,2,1.96
2018-09-17,0.87,0,0,0.13,0,1.97
2018-09-18,0.91,0,0,0.09,0,2.06
2018-09-19,0.22,0.78,0,0,0,0.46
2018-09-20,0.8,0.2,0,0,5,1.88
2018-09-21,0.89,0.11,0,0,18,1.74
2018-09-22,0.87,0,0,0.13,6.5,2.17
2018-09-23,0.84,0,0,0.16,0,2.55
2018-09-24,0.82,0,0,0.18,0,2.26
2018-09-25,0.37,0.63,0,0,0,1.03
2018-09-26,0.78,0.22,0,0,0,1.71
2018-09-27,0.53,0.47,0,0,0,1.32
2018-09-28,0.8,0.2,0,0,0,1.43
2018-09-29,0.67,0.33,0,0,0,0.99
2018-09-30,0.9,0,0,0.1,0,3.65
2018-10-01,0.87,0,0,0.13,0,3.26
2018-10-02,0.84,0,0,0.16,0,2.08
2018-10-03,0.36,0.64,0,0,0,0.97
2018-10-04,0.51,0.49,0,0,0,1.23
2018-10-05,0.87,0.13,0,0,36.5,1.53
2018-10-06,0.92,0.08,0,0,55.5,2.57
2018-10-07,0.76,0,0,0.24,0,1.51
2018-10-08,0.78,0,0,0.22,0,1.42
2018-10-09,0,0.28,0.72,0,0,1.27
2018-10-10,0.91,0,0,0.09,7,2.77
2018-10-11,0.64,0,0,0.36,0,1.91
2018-10-12,0.84,0,0,0.16,0,1.27
2018-10-13,0.38,0.62,0,0,0,0.98
2018-10-14,0.38,0.62,0,0,0,1.11
2018-10-15,0.69,0,0,0.31,0,1.64
2018-10-16,0.84,0,0,0.16,0,1.57
2018-10-17,0.74,0,0,0.26,0,1.64
2018-10-18,0.31,0.69,0,0,0,0.88
2018-10-19,0.82,0,0,0.18,0,1.66
2018-10-20,0.38,0.62,0,0,0,1.13
2018-10-21,0.24,0.76,0,0,0,0.5
2018-10-22,0.37,0.63,0,0,0,0.81
2018-10-23,0.39,0.61,0,0,5,0.93
2018-10-24,0.76,0,0,0.24,0,1.65
2018-10-25,0.36,0.64,0,0,0,1.19
2018-10-26,0.89,0,0,0.11,11,2.4
2018-10-27,0.87,0,0,0.13,0,3.14
2018-10-28,0.71,0,0,0.29,5.5,1.9
2018-10-29,0.56,0,0,0.44,0,2.46
2018-10-30,0.88,0,0,0.12,0,2.02
2018-10-31,0.64,0,0,0.36,0,1.9
2018-11-01,0.76,0,0,0.24,0,1.48
2018-11-02,0.33,0.67,0,0,0,0.97
2018-11-03,0.31,0.69,0,0,0,1.13
2018-11-04,0.24,0.76,0,0,0,0.57
2018-11-05,0.87,0,0,0.13,0,1.69
2018-11-06,0.96,0,0,0.04,0,1.18
2018-11-07,0.82,0.18,0,0,2,1.3
2018-11-08,0.89,0.11,0,0,64,1.94
2018-11-09,0.93,0,0,0.07,1,3.1
2018-11-10,0.89,0,0,0.11,0,1.89
2018-11-11,0.37,0.63,0,0,0,1.21
2018-11-12,0.67,0,0,0.33,0,1.39
2018-11-13,0.76,0,0,0.24,0,1.34
2018-11-14,0.58,0,0,0.42,0,1.58
2018-11-15,0.31,0.69,0,0,0,0.97
2018-11-16,0.3,0.7,0,0,0,0.9
2018-11-17,0.73,0,0,0.27,0,1.52
2018-11-18,0.18,0.82,0,0,0,0.4
2018-11-19,0.22,0.78,0,0,0,0.54
2018-11-20,0.31,0.69,0,0,0,1.16
2018-11-21,0.16,0,0,0.84,1,1.62
2018-11-22,0.84,0,0,0.16,0,2.82
2018-11-23,0.51,0,0,0.49,0,1.55
2018-11-24,0.91,0.09,0,0,12,1.99
2018-11-25,0.36,0.64,0,0,0,1.1
2018-11-26,0.4,0.6,0,0,0,1.28
2018-11-27,0.28,0.72,0,0,0,0.96
2018-11-28,0.71,0,0,0.29,0,1.46
2018-11-29,0.42,0.58,0,0,0,1.22
2018-11-30,0.87,0,0,0.13,0,2.04
2018-12-01,0.38,0.62,0,0,0,1.1
2018-12-02,0.94,0.06,0,0,0,1.55
2018-12-03,0,0.02,0.98,0,9.5,1.44
2018-12-04,0.89,0,0,0.11,5,2.57
2018-12-05,0.87,0,0,0.13,0,2.16
2018-12-06,0.87,0,0,0.13,0,2.74
2018-12-07,0.58,0,0,0.42,0,4.23
2018-12-08,0.53,0,0,0.47,0,2.64
2018-12-09,0.93,0,0,0.07,0,1.99
2018-12-10,0.51,0.49,0,0,0,1.18
2018-12-11,0.36,0.64,0,0,0,1.1
2018-12-12,0.93,0,0,0.07,0,2.46
2018-12-13,0.49,0,0,0.51,0.5,4.25
2018-12-14,0.84,0,0,0.16,0,1.77
2018-12-15,0.32,0.68,0,0,0,0.9
2018-12-16,0.33,0.67,0,0,0,1.16
2018-12-17,0.21,0.79,0,0,0,0.64
2018-12-18,0.96,0,0,0.04,0,1.94
2018-12-19,0.76,0,0,0.24,0,1.5
2018-12-20,0.2,0.8,0,0,0,0.61
2018-12-21,0.36,0.64,0,0,0,1.11
2018-12-22,0.9,0,0,0.1,0,1.87
2018-12-23,0.89,0,0,0.11,0,2.86
2018-12-24,0.92,0,0,0.08,0,2.14
2018-12-25,0.42,0.58,0,0,0,1.26
2018-12-26,0.6,0,0,0.4,0,3.25
2018-12-27,0.62,0,0,0.38,0,3.88
2018-12-28,0.93,0,0,0.07,0,3.14
2018-12-29,0.68,0,0,0.32,0,3.3
2018-12-30,0.82,0,0,0.18,0,1.06
2018-12-31,0.13,0.87,0,0,0,0.66
2019-01-01,0.98,0,0,0.02,0,2.42
2019-01-02,0.84,0,0,0.16,0,1.7
2019-01-03,0.87,0,0,0.13,0,1.54
2019-01-04,0.24,0.76,0,0,0,0.7
2019-01-05,0.58,0,0,0.42,0,2.68
2019-01-06,0.87,0,0,0.13,0,1.65
2019-01-07,0.79,0,0,0.21,0,1.63
2019-01-08,0.89,0,0,0.11,0,2.8
2019-01-09,0.92,0,0,0.08,0,1.59
2019-01-10,0.86,0,0,0.14,0,1.77
2019-01-11,0.33,0.67,0,0,0,0.97
2019-01-12,0.87,0,0,0.13,0,1.82
2019-01-13,0.92,0,0,0.08,0,1.89
2019-01-14,0.93,0,0,0.07,0,1.37
2019-01-15,0.91,0,0,0.09,0,2.7
2019-01-16,0.84,0,0,0.16,0,2.42
2019-01-17,0.76,0,0,0.24,0,2.19
2019-01-18,0.84,0,0,0.16,0,1.4
2019-01-19,0.42,0.58,0,0,0,1.27
2019-01-20,0.84,0,0,0.16,0,3.26
2019-01-21,0.87,0,0,0.13,0,1.76
2019-01-22,0,0,0.96,0.04,0,1.84
2019-01-23,0,0,0.98,0.02,0,1.56
2019-01-24,0.87,0,0,0.13,0,2.02
2019-01-25,0.81,0,0,0.19,0,2.2
2019-01-26,0.68,0,0,0.32,0,2.93
2019-01-27,0.84,0,0,0.16,0,2.23
2019-01-28,0.58,0,0,0.42,0,3.6
2019-01-29,0.84,0,0,0.16,0,1.83
2019-01-30,0.92,0,0,0.08,0,1.84
2019-01-31,0.84,0,0,0.16,0,2.99
2019-02-01,0.82,0,0,0.18,0,1.95
2019-02-02,0.6,0.4,0,0,0,1.2
2019-02-03,0.87,0.13,0,0,16,1.68
2019-02-04,0.91,0,0,0.09,0,2.55
2019-02-05,0.67,0.33,0,0,0,1.02
2019-02-06,0.47,0.53,0,0,0,1.13
2019-02-07,0.93,0,0,0.07,0.5,4.09
2019-02-08,0.92,0,0,0.08,0,2.79
2019-02-09,0.51,0,0,0.49,0,2.96
2019-02-10,0.8,0,0,0.2,0,2.06
2019-02-11,0.87,0,0,0.13,0,2.24
2019-02-12,0.58,0,0,0.42,0,2.17
2019-02-13,0.58,0,0,0.42,0,2.73
2019-02-14,0.99,0,0,0.01,0,1.77
2019-02-15,0.91,0,0,0.09,0,1.63
2019-02-16,0.62,0,0,0.38,0,2.51
2019-02-17,0.82,0,0,0.18,0,1.8
2019-02-18,0.81,0,0,0.19,0,1.5
2019-02-19,0.92,0,0,0.08,3,1.82
2019-02-20,0.91,0,0,0.09,,2.52
2019-02-21,0.89,0,0,0.11,0,1.82
2019-02-22,0.96,0,0,0.04,,1.97
2019-02-23,0.31,0.69,0,0,0,1.19
2019-02-24,0.29,0.71,0,0,0,0.98
2019-02-25,0.96,0,0,0.04,0,2.63
2019-02-26,0.87,0,0,0.13,0,1.88
2019-02-27,0.87,0,0,0.13,0,2.17
2019-02-28,0.89,0,0,0.11,0,2.25
2019-03-01,0.91,0,0,0.09,,2.55
2019-03-02,0.69,0,0,0.31,0,1.18
2019-03-03,0.24,0.76,0,0,0,0.66
2019-03-04,0.89,0,0,0.11,0,2.09
2019-03-05,0.91,0,0,0.09,0,2.13
2019-03-06,0.88,0,0,0.12,0,1.98
2019-03-07,0.89,0,0,0.11,,2.18
2019-03-08,0.96,0,0,0.04,0,2.36
2019-03-09,0.82,0,0,0.18,0,1.45
2019-03-10,0.73,0.27,0,0,0,1.1
2019-03-11,0.84,0,0,0.16,0,2.75
2019-03-12,0.93,0,0,0.07,0,3.38
2019-03-13,0.87,0,0,0.13,0,3.25
2019-03-14,0,0,0.2,0.8,0,2.19
2019-03-15,0.82,0,0,0.18,3.5,1.7
2019-03-16,0.76,0,0,0.24,0,2.33
2019-03-17,0.84,0,0,0.16,0,1.81
2019-03-18,0.78,0,0,0.22,0,1.38
2019-03-19,0.3,0.7,0,0,0,0.9
2019-03-20,0.87,0.13,0,0,16.5,1.44
2019-03-21,0.96,0,0,0.04,3.3,3.75
2019-03-22,0.48,0,0,0.52,0,3.04
2019-03-23,0.82,0,0,0.18,1.7,2.22
2019-03-24,0.91,0,0,0.09,0,2.23
2019-03-25,0,0,0.36,0.64,0,2.54
2019-03-26,0.9,0,0,0.1,0,2.12
2019-03-27,0,0,0.67,0.33,0,2.96
2019-03-28,0.89,0,0,0.11,0,2.85
2019-03-29,0.87,0,0,0.13,0,2.84
2019-03-30,0.89,0,0,0.11,1.8,4.31
2019-03-31,0.88,0,0,0.12,0,3.42
2019-04-01,0.73,0,0,0.27,0,2.06
2019-04-02,0.84,0,0,0.16,0,2.44
2019-04-03,0.96,0,0,0.04,0,2.87
2019-04-04,0,0,0.87,0.13,0,2.78
2019-04-05,0.91,0,0,0.09,0,3.13
2019-04-06,0.4,0.6,0,0,0.8,1.29
2019-04-07,0.66,0,0,0.34,0,2.57
2019-04-08,0.62,0,0,0.38,0,2.94
2019-04-09,0.81,0.19,0,0,17.4,2.44
2019-04-10,0.31,0,0,0.69,5.6,2.14
2019-04-11,0.87,0,0,0.13,0,2.27
2019-04-12,0.82,0,0,0.18,0,1.94
2019-04-13,0.89,0,0,0.11,0,2.48
2019-04-14,0.84,0,0,0.16,1.7,2.72
2019-04-15,0.89,0,0,0.11,0,1.99
2019-04-16,0.33,0.67,0,0,0,1.1
2019-04-17,0.84,0,0,0.16,0,2
2019-04-18,0.82,0,0,0.18,0,2.06
2019-04-19,0.62,0.38,0,0,0,1.61
2019-04-20,0.9,0,0,0.1,1.2,2.36
2019-04-21,0.89,0,0,0.11,0.3,2.28
2019-04-22,0.9,0,0,0.1,0,1.82
2019-04-23,0.89,0,0,0.11,0,1.66
2019-04-24,0.91,0,0,0.09,4.1,2.85
2019-04-25,0.87,0.13,0,0,11.3,2.19
2019-04-26,0.44,0.56,0,0,4.9,1.76
2019-04-27,0.84,0,0,0.16,0,2.38
2019-04-28,0.91,0,0,0.09,0,2.26
2019-04-29,0.31,0.69,0,0,0,0.99
2019-04-30,0.27,0.73,0,0,0,0.67
2019-05-01,0.87,0,0,0.13,0,2.53
2019-05-02,0.91,0,0,0.09,0,2.47
2019-05-03,0.87,0,0,0.13,0,2.27
2019-05-04,0.89,0,0,0.11,0,2.16
2019-05-05,0.84,0,0,0.16,0,3.16
2019-05-06,0.36,0,0,0.64,0,3.98
2019-05-07,0.84,0,0,0.16,0,2.36
2019-05-08,0.96,0,0,0.04,0,2.39
2019-05-09,0.92,0,0,0.08,0,2.52
2019-05-10,0.91,0,0,0.09,0,2.18
2019-05-11,0.89,0,0,0.11,0,2.19
2019-05-12,0.89,0,0,0.11,0,1.92
2019-05-13,0.87,0,0,0.13,0,2.26
2019-05-14,0.91,0,0,0.09,0,1.55
2019-05-15,0.89,0,0,0.11,0,2.34
2019-05-16,0.89,0,0,0.11,0,2.28
2019-05-17,0.9,0,0,0.1,0,1.31
2019-05-18,0,0.49,0.51,0,0,2.35
2019-05-19,0,1,0,0,22,1.38
2019-05-20,0.98,0,0,0.02,8.7,3.54
2019-05-21,0,0,0.18,0.82,0,2.58
2019-05-22,0,0,0.28,0.72,0,3.22
2019-05-23,0.91,0,0,0.09,0,2.25
2019-05-24,0.93,0,0,0.07,0,2.6
2019-05-25,0.84,0,0,0.16,0,1.54
2019-05-26,0.91,0,0,0.09,0,2.7
2019-05-27,0,0.14,0.86,0,7.1,1.63
2019-05-28,0.84,0,0,0.16,,2.8
2019-05-29,0.78,0,0,0.22,0,2.71
2019-05-30,0,0,0.16,0.84,0,3.76
2019-05-31,0.84,0,0,0.16,0,2.95
2019-06-01,0.92,0,0,0.08,0,2.05
2019-06-02,0.88,0,0,0.12,0,2.43
2019-06-03,0.91,0,0,0.09,0,2.48
2019-06-04,0.91,0,0,0.09,0,3.04
2019-06-05,0.82,0,0,0.18,0,2.79
2019-06-06,0.73,0.27,0,0,7.5,1.43
2019-06-07,0.51,0.49,0,0,35.3,1.98
2019-06-08,0.47,0.53,0,0,0,1.32
2019-06-09,0.89,0,0,0.11,2.5,2.46
2019-06-10,0.78,0.22,0,0,9.5,1.74
2019-06-11,0.62,0.38,0,0,0,1.39
2019-06-12,0.84,0,0,0.16,0,2.61
2019-06-13,0.87,0,0,0.13,0,2.02
2019-06-14,0.91,0,0,0.09,0,1.73
2019-06-15,0.6,0,0,0.4,2.1,2.97
2019-06-16,0.44,0.56,0,0,0,1.01
2019-06-17,0.96,0,0,0.04,0,2.09
2019-06-18,0.84,0,0,0.16,13.8,2.11
2019-06-19,0.93,0,0,0.07,0.2,2.24
2019-06-20,0.93,0,0,0.07,0,2.21
2019-06-21,0.9,0,0,0.1,0.2,2.17
2019-06-22,0.67,0.33,0,0,0,1.59
2019-06-23,0.6,0.4,0,0,0,1.31
2019-06-24,0.87,0,0,0.13,0,2.5
2019-06-25,0.98,0,0,0.02,0,2.37
2019-06-26,0.49,0.51,0,0,0,1.09
2019-06-27,0.49,0.51,0,0,1.4,1.28
2019-06-28,0.82,0,0,0.18,0,2.18
2019-06-29,0.53,0.47,0,0,1.5,1.12
2019-06-30,0,0,0.24,0.76,0,2.77
2019-07-01,0.89,0,0,0.11,0,2.75
2019-07-02,0.87,0,0,0.13,0,2.65
2019-07-03,0.96,0,0,0.04,0,2.13
2019-07-04,0.87,0,0,0.13,0,2.56
2019-07-05,0.96,0,0,0.04,0,2.17
2019-07-06,0.89,0.11,0,0,0,1.79
2019-07-07,0.8,0.2,0,0,0,2.4
2019-07-08,0.78,0.22,0,0,0,2.26
2019-07-09,0.71,0.29,0,0,0,1.83
2019-07-10,0.78,0.22,0,0,8.5,2.19
2019-07-11,0.51,0.49,0,0,2.9,1.24
2019-07-12,0.96,0,0,0.04,0,2.28
2019-07-13,0.93,0,0,0.07,0,2.15
2019-07-14,0.96,0,0,0.04,0,1.81
2019-07-15,0.56,0.44,0,0,7.7,0.86
2019-07-16,0.91,0,0,0.09,6.3,1.96
2019-07-17,0.91,0,0,0.09,0.7,1.47
2019-07-18,0.86,0,0,0.14,0,2.09
2019-07-19,0.69,0.31,0,0,0,1.43
2019-07-20,0.93,0.07,0,0,1.1,2.34
2019-07-21,0,0,0.58,0.42,6.2,3.19
