날짜,북,동,남,서,강수량,풍속
2016-06-08,0,0,0.92,0.08,0.0,0.317
2016-06-09,0,0,0.87,0.13,0.0,0.388
2016-06-10,0,0,0.88,0.12,0.0,0.305
2016-06-11,0,0,0.96,0.04,0.021,0.243
2016-06-12,0,0,0.91,0.09,0.01,0.322
2016-06-13,0,0,0.93,0.07,0.0,0.344
2016-06-14,0.87,0,0,0.13,0.0,0.399
2016-06-15,0,0,0.84,0.16,0.107,0.371
2016-06-16,0,0,0.92,0.08,0.0,0.367
2016-06-17,0,0,0.23,0.77,0.0,0.384
2016-06-18,0,0,0.93,0.07,0.0,0.385
2016-06-19,0,0,0.98,0.02,0.0,0.32
2016-06-20,0,0,0.98,0.02,0.0,0.28
2016-06-21,0.6,0.4,0,0,0.0,0.173
2016-06-22,0.6,0.4,0,0,0.211,0.341
2016-06-23,0.58,0.42,0,0,0.0,0.244
2016-06-24,0,0,0.94,0.06,0.024,0.331
2016-06-25,0,0,0.87,0.13,0.0,0.401
2016-06-26,0,0,0.94,0.06,0.0,0.438
2016-06-27,0.98,0,0,0.02,0.0,0.362
2016-06-28,0,0,0.96,0.04,0.0,0.292
2016-06-29,0,0,0.69,0.31,0.0,0.35
2016-06-30,0,0,0.24,0.76,0.0,0.432
2016-07-01,0,0,0.2,0.8,0.751,0.345
2016-07-03,0,0,0.9,0.1,0.0,0.193
2016-07-04,0.64,0.36,0,0,0.204,0.486
2016-07-05,0.64,0.36,0,0,0.696,0.466
2016-07-07,0,0,0.87,0.13,0.0,0.264
2016-07-08,0.67,0,0,0.33,0.0,0.257
2016-07-09,0,0,0.97,0.03,0.0,0.372
2016-07-10,0,0,0.98,0.02,0.0,0.298
2016-07-11,0,0,0.91,0.09,0.0,0.161
2016-07-12,0.73,0,0,0.27,0.021,0.362
2016-07-13,0.98,0,0,0.02,0.0,0.287
2016-07-14,0,0,0.22,0.78,0.0,0.369
2016-07-15,0.63,0.37,0,0,0.01,0.387
2016-07-16,0.62,0.38,0,0,0.322,0.526
2016-07-17,0,0,0.22,0.78,0.017,0.375
2016-07-18,0,0,0,1,0.0,0.298
2016-07-19,0.6,0.4,0,0,0.0,0.198
2016-07-20,0.56,0.44,0,0,0.0,0.312
2016-07-21,0.58,0.42,0,0,0.0,0.364
2016-07-22,0.53,0.47,0,0,0.0,0.243
2016-07-23,0,0,0.98,0.02,0.003,0.22
2016-07-24,0,0,0.2,0.8,0.003,0.342
2016-07-25,0.87,0,0,0.13,0.0,0.233
2016-07-26,0,0,0.62,0.38,0.0,0.401
2016-07-27,0,0,0.2,0.8,0.003,0.434
2016-07-28,0.8,0,0,0.2,0.0,0.311
2016-07-29,0.51,0.49,0,0,0.412,0.251
2016-07-30,0.87,0,0,0.13,0.003,0.288
2016-07-31,0.06,0.94,0,0,0.0,0.113
2016-08-01,0,0,0.96,0.04,0.0,0.344
2016-08-02,0.02,0.98,0,0,0.014,0.093
2016-08-03,0.47,0.53,0,0,0.0,0.223
2016-08-04,0.36,0.64,0,0,0.0,0.228
2016-08-05,0.5,0.5,0,0,0.0,0.24
2016-08-06,0.76,0,0,0.24,0.0,0.301
2016-08-07,0,0,0,1,0.0,0.267
2016-08-08,0.27,0,0,0.73,0.0,0.417
2016-08-09,0.62,0.38,0,0,0.007,0.318
2016-08-10,0,0,0.89,0.11,0.0,0.27
2016-08-11,0,0,0,1,0.0,0.342
2016-08-12,0,0,0.89,0.11,0.0,0.358
2016-08-13,0,0,0.93,0.07,0.0,0.372
2016-08-14,0.82,0,0,0.18,0.0,0.221
2016-08-15,0,0,0.98,0.02,0.0,0.34
2016-08-16,0.96,0,0,0.04,0.003,0.284
2016-08-17,0.47,0.53,0,0,0.0,0.252
2016-08-18,0.56,0.44,0,0,0.0,0.26
2016-08-19,0.51,0.49,0,0,0.08,0.2
2016-08-20,0.61,0.39,0,0,0.0,0.233
2016-08-21,0.58,0.42,0,0,0.0,0.267
2016-08-22,0.49,0.51,0,0,0.0,0.213
2016-08-23,0.67,0.33,0,0,0.055,0.371
2016-08-24,0.89,0,0,0.11,0.0,0.287
2016-08-25,0.73,0,0,0.27,0.031,0.556
2016-08-26,0.64,0.36,0,0,0.138,0.68
2016-08-27,0.62,0.38,0,0,0.0,0.475
2016-08-28,0.31,0.69,0,0,0.01,0.418
2016-08-29,0.79,0,0,0.21,0.0,0.385
2016-08-30,0,0,0,1,0.0,0.585
2016-08-31,0,0,0.82,0.18,0.121,0.559
2016-09-01,0,0,0.22,0.78,0.0,0.626
2016-09-02,0.64,0.36,0,0,0.031,0.297
2016-09-03,0.64,0.36,0,0,0.003,0.327
2016-09-04,0.58,0.42,0,0,0.0,0.194
2016-09-05,0,0,0.91,0.09,0.0,0.287
2016-09-06,0,0,0.94,0.06,0.0,0.207
2016-09-07,0,0,0.93,0.07,0.0,0.315
2016-09-10,0.62,0.38,0,0,0.0,0.27
2016-09-11,0.71,0.29,0,0,0.0,0.24
2016-09-12,0.62,0.38,0,0,0.017,0.262
2016-09-13,0.64,0.36,0,0,0.0,0.262
2016-09-14,0.56,0.44,0,0,0.0,0.208
2016-09-15,0.26,0.74,0,0,0.0,0.121
2016-09-16,0,0,0.91,0.09,0.0,0.24
2016-09-17,0.64,0.36,0,0,0.048,0.441
2016-09-18,0.64,0.36,0,0,0.0,0.438
2016-09-19,0.62,0.38,0,0,0.0,0.496
2016-09-20,0.62,0.38,0,0,0.0,0.438
2016-09-21,0.6,0.4,0,0,0.0,0.301
2016-09-22,0.6,0.4,0,0,0.0,0.325
2016-09-23,0.56,0.44,0,0,0.0,0.21
2016-09-24,0.22,0.78,0,0,0.0,0.097
2016-09-25,0.18,0.82,0,0,0.0,0.08
2016-09-26,0.56,0.44,0,0,0.0,0.195
2016-09-27,0.6,0.4,0,0,0.093,0.177
2016-09-28,0.76,0,0,0.24,0.003,0.241
2016-09-30,0.49,0.51,0,0,0.0,0.26
2016-10-01,0.53,0.47,0,0,0.0,0.183
2016-10-02,0.62,0.38,0,0,0.128,0.448
2016-10-03,0.77,0,0,0.23,0.045,0.409
2016-10-04,0.62,0.38,0,0,0.0,0.452
2016-10-05,0.64,0.36,0,0,0.0,0.529
2016-10-07,0.64,0.36,0,0,0.014,0.392
2016-10-08,0,0,0.91,0.09,0.042,0.472
2016-10-09,0.73,0,0,0.27,0.0,0.431
2016-10-10,0.73,0,0,0.27,0.0,0.204
2016-10-11,0.23,0.77,0,0,0.0,0.15
2016-10-12,0.71,0,0,0.29,0.0,0.318
2016-10-13,0.76,0,0,0.24,0.0,0.262
2016-10-14,0.27,0.73,0,0,0.0,0.178
2016-10-15,0.24,0.76,0,0,0.0,0.174
2016-10-16,0.64,0.36,0,0,0.01,0.198
2016-10-17,0.73,0,0,0.27,0.0,0.434
2016-10-19,0.2,0.8,0,0,0.0,0.094
2016-10-20,0.6,0.4,0,0,0.0,0.422
2016-10-21,0.56,0.44,0,0,0.0,0.479
2016-10-22,0.49,0.51,0,0,0.0,0.248
2016-10-23,0.56,0.44,0,0,0.017,0.582
2016-10-24,0.49,0.51,0,0,0.0,0.395
2016-10-25,0.6,0.4,0,0,0.256,0.382
2016-10-26,0.82,0,0,0.18,0.0,0.265
2016-10-28,0.47,0.53,0,0,0.0,0.225
2016-10-29,0.84,0,0,0.16,0.0,0.422
2016-10-30,0.87,0,0,0.13,0.0,0.23
2016-10-31,0.78,0,0,0.22,0.003,0.442
2016-11-01,0.82,0,0,0.18,0.0,0.486
2016-11-02,0.09,0.91,0,0,0.0,0.114
2016-11-03,0.13,0.87,0,0,0.0,0.091
2016-11-04,0,0,0.2,0.8,0.0,0.504
2016-11-05,0,0,0.27,0.73,0.0,0.361
2016-11-06,0.56,0.44,0,0,0.0,0.502
2016-11-07,0.56,0.44,0,0,0.038,0.352
2016-11-08,0.8,0,0,0.2,0.003,0.508
2016-11-09,0,0,0.96,0.04,0.0,0.228
2016-11-10,0.56,0.44,0,0,0.0,0.284
2016-11-11,0,0,0.73,0.27,0.028,0.381
2016-11-12,0.42,0.58,0,0,0.0,0.271
2016-11-13,0.57,0.43,0,0,0.003,0.291
2016-11-14,0.61,0.39,0,0,0.01,0.22
2016-11-15,0.8,0,0,0.2,0.0,0.421
2016-11-16,0.79,0,0,0.21,0.0,0.307
2016-11-17,0.11,0.89,0,0,0.0,0.074
2016-11-18,0.56,0.44,0,0,0.0,0.315
2016-11-19,0,0,0.89,0.11,0.0,0.358
2016-11-20,0.84,0,0,0.16,0.0,0.398
2016-11-21,0.62,0.38,0,0,0.0,0.277
2016-11-22,0.82,0,0,0.18,0.0,0.568
2016-11-23,0.84,0,0,0.16,0.0,0.418
2016-11-24,0.8,0,0,0.2,0.0,0.379
2016-11-25,0.11,0.89,0,0,0.0,0.133
2016-11-26,0.44,0.56,0,0,0.007,0.327
2016-11-28,0.87,0,0,0.13,0.0,0.338
2016-11-29,0.93,0,0,0.07,0.0,0.268
2016-11-30,0,0,0.42,0.58,0.007,0.231
2016-12-01,0.84,0,0,0.16,0.0,0.601
2016-12-02,0.89,0,0,0.11,0.0,0.348
2016-12-03,0.13,0.87,0,0,0.0,0.096
2016-12-04,0.24,0.76,0,0,0.0,0.18
2016-12-05,0,0,0.9,0.1,0.01,0.532
2016-12-06,0.87,0,0,0.13,0.0,0.412
2016-12-08,0.4,0.6,0,0,0.021,0.307
2016-12-09,0.82,0,0,0.18,0.021,0.526
2016-12-10,0.82,0,0,0.18,0.0,0.271
2016-12-11,0.19,0.81,0,0,0.0,0.151
2016-12-12,0.56,0.44,0,0,0.0,0.304
2016-12-13,0.82,0,0,0.18,0.0,0.388
2016-12-14,0.87,0,0,0.13,0.0,0.398
2016-12-15,0.84,0,0,0.16,0.0,0.486
2016-12-16,0,0,0.91,0.09,0.0,0.302
2016-12-17,0.38,0.62,0,0,0.0,0.354
2016-12-18,0.42,0.58,0,0,0.0,0.284
2016-12-19,0.53,0.47,0,0,0.0,0.472
2016-12-20,0.11,0.89,0,0,0.0,0.039
2016-12-21,0.6,0.4,0,0,0.201,0.611
2016-12-22,0,0,0.82,0.18,0.163,0.563
2016-12-23,0.87,0,0,0.13,0.0,0.576
2016-12-24,0.16,0.84,0,0,0.0,0.195
2016-12-25,0.44,0.56,0,0,0.0,0.265
2016-12-26,0.16,0.84,0,0,0.0,0.094
2016-12-27,0.82,0,0,0.18,0.0,0.534
2016-12-28,0,0,0.87,0.13,0.0,0.332
2016-12-30,0.2,0.8,0,0,0.0,0.146
2016-12-31,0.31,0.69,0,0,0.0,0.24
2017-01-01,0.38,0.62,0,0,0.0,0.254
2017-01-02,0,0,0.87,0.13,0.0,0.404
2017-01-03,0,0,0.98,0.02,0.0,0.274
2017-01-04,0.09,0.91,0,0,0.0,0.084
2017-01-05,0.56,0.44,0,0,0.0,0.553
2017-01-06,0.51,0.49,0,0,0.0,0.498
2017-01-07,0.18,0.82,0,0,0.0,0.08
2017-01-08,0,0,0.91,0.09,0.0,0.499
2017-01-09,0.88,0,0,0.12,0.0,0.475
2017-01-10,0.96,0,0,0.04,0.0,0.451
2017-01-11,0,0,0.87,0.13,0.0,0.314
2017-01-12,0.82,0,0,0.18,0.0,0.562
2017-01-14,0.78,0,0,0.22,0.0,0.578
2017-01-15,0.87,0,0,0.13,0.0,0.382
2017-01-16,0.11,0.89,0,0,0.0,0.131
2017-01-17,0.24,0.76,0,0,0.0,0.17
2017-01-18,0.97,0,0,0.03,0.0,0.178
2017-01-19,0,0,0.87,0.13,0.0,0.362
2017-01-20,0.8,0,0,0.2,0.017,0.582
2017-01-22,0.77,0,0,0.23,0.0,0.573
2017-01-23,0,0,0.87,0.13,0.0,0.359
2017-01-24,0.82,0,0,0.18,0.0,0.324
2017-01-25,0.87,0,0,0.13,0.0,0.173
2017-01-26,0.24,0.76,0,0,0.0,0.225
2017-01-27,0.91,0,0,0.09,0.021,0.451
2017-01-28,0.48,0.52,0,0,0.0,0.247
2017-01-29,0.54,0.46,0,0,0.024,0.248
2017-01-30,0,0,0.82,0.18,0.0,0.505
2017-01-31,0.82,0,0,0.18,0.0,0.274
2017-02-01,0.82,0,0,0.18,0.0,0.462
2017-02-02,0,0,0.82,0.18,0.0,0.302
2017-02-03,0,0,0.98,0.02,0.0,0.238
2017-02-04,0.4,0.6,0,0,0.0,0.317
2017-02-05,0,0,0.9,0.1,0.003,0.3
2017-02-06,0,0,0.87,0.13,0.0,0.451
2017-02-07,0.96,0,0,0.04,0.0,0.241
2017-02-08,0,0,0.89,0.11,0.0,0.287
2017-02-09,0,0,0.88,0.12,0.0,0.519
2017-02-10,0,0,0.93,0.07,0.0,0.569
2017-02-11,0,0,0.84,0.16,0.0,0.449
2017-02-12,0,0,0.91,0.09,0.0,0.27
2017-02-13,0.13,0.87,0,0,0.0,0.087
2017-02-14,0.84,0,0,0.16,0.0,0.417
2017-02-15,0.18,0.82,0,0,0.0,0.117
2017-02-16,0.2,0.8,0,0,0.0,0.12
2017-02-17,0,0,0.89,0.11,0.028,0.575
2017-02-18,0.81,0,0,0.19,0.0,0.438
2017-02-19,0.36,0.64,0,0,0.007,0.341
2017-02-20,0.8,0,0,0.2,0.003,0.732
2017-02-21,0,0,0.87,0.13,0.0,0.22
2017-02-23,0.84,0,0,0.16,0.0,0.615
2017-02-24,0,0,0.9,0.1,0.0,0.29
2017-02-25,0.94,0,0,0.06,0.0,0.234
2017-02-27,0,0,0.96,0.04,0.0,0.248
2017-02-28,0,0,0.88,0.12,0.0,0.234
2017-03-01,0.27,0.73,0,0,0.035,0.18
2017-03-03,0,0,0.89,0.11,0.0,0.305
2017-03-04,0.27,0.73,0,0,0.0,0.164
2017-03-05,0,0,0.98,0.02,0.003,0.277
2017-03-06,0.82,0,0,0.18,0.0,0.611
2017-03-07,0.82,0,0,0.18,0.0,0.559
2017-03-08,0,0,0.82,0.18,0.0,0.414
2017-03-09,0,0,0.9,0.1,0.0,0.362
2017-03-10,0,0,0.87,0.13,0.0,0.399
2017-03-11,0,0,0.89,0.11,0.0,0.308
2017-03-12,0,0,0.84,0.16,0.0,0.379
2017-03-13,0.87,0,0,0.13,0.0,0.361
2017-03-14,0.84,0,0,0.16,0.0,0.509
2017-03-15,0,0,0.88,0.12,0.0,0.359
2017-03-16,0,0,0.93,0.07,0.0,0.397
2017-03-17,0,0,0.94,0.06,0.0,0.327
2017-03-18,0,0,0.88,0.12,0.0,0.411
2017-03-19,0.27,0.73,0,0,0.0,0.147
2017-03-20,0.58,0.42,0,0,0.0,0.26
2017-03-21,0,0,0.93,0.07,0.0,0.359
2017-03-22,0.84,0,0,0.16,0.0,0.385
2017-03-23,0,0,0.8,0.2,0.0,0.359
2017-03-24,0.4,0.6,0,0,0.0,0.365
2017-03-25,0.9,0,0,0.1,0.0,0.241
2017-03-26,0,0,0.96,0.04,0.0,0.365
2017-03-27,0,0,0.91,0.09,0.0,0.378
2017-03-28,0,0,0.87,0.13,0.0,0.317
2017-03-29,0,0,0.89,0.11,0.0,0.377
2017-03-30,0.98,0,0,0.02,0.0,0.264
2017-03-31,0.51,0.49,0,0,0.01,0.377
2017-04-01,0.49,0.51,0,0,0.007,0.399
2017-04-02,0.17,0.83,0,0,0.0,0.088
2017-04-03,0,0,0.82,0.18,0.0,0.394
2017-04-04,0,0,0.91,0.09,0.0,0.451
2017-04-05,0.56,0.44,0,0,0.26,0.462
2017-04-06,0,0,0.44,0.56,0.021,0.435
2017-04-07,0,0,0.84,0.16,0.0,0.391
2017-04-08,0,0,0.86,0.14,0.003,0.359
2017-04-10,0.56,0.44,0,0,0.0,0.502
2017-04-11,0,0,0.93,0.07,0.0,0.459
2017-04-12,0,0,0.84,0.16,0.0,0.516
2017-04-13,0,0,0.38,0.62,0.0,0.504
2017-04-14,0,0,0.38,0.62,0.042,0.489
2017-04-15,0,0,0.84,0.16,0.0,0.341
2017-04-16,0.69,0,0,0.31,0.0,0.116
2017-04-17,0.4,0,0,0.6,0.038,0.414
2017-04-18,0,0,0.76,0.24,0.052,0.456
2017-04-19,0,0,0,1,0.0,0.402
2017-04-20,0.76,0,0,0.24,0.0,0.389
2017-04-21,0,0,0,1,0.0,0.374
2017-04-22,0,0,0.96,0.04,0.0,0.521
2017-04-23,0,0,0.93,0.07,0.0,0.365
2017-04-24,0.47,0.53,0,0,0.0,0.247
2017-04-25,0,0,0.47,0.53,0.0,0.544
2017-04-26,0.76,0,0,0.24,0.0,0.411
2017-04-27,0.73,0,0,0.27,0.0,0.362
2017-04-28,0,0,0.26,0.74,0.0,0.559
2017-04-29,0,0,0.33,0.67,0.0,0.511
2017-04-30,0,0,0.3,0.7,0.0,0.437
2017-05-01,0,0,0,1,0.0,0.365
2017-05-02,0,0,0.92,0.08,0.0,0.452
2017-05-03,0,0,0.98,0.02,0.0,0.518
2017-05-04,0.98,0,0,0.02,0.0,0.405
2017-05-05,0,0,0.96,0.04,0.0,0.448
2017-05-06,0,0,0.58,0.42,0.0,0.698
2017-05-07,0,0,0.94,0.06,0.0,0.465
2017-05-08,0,0,0.89,0.11,0.0,0.262
2017-05-09,0.58,0.42,0,0,0.017,0.24
2017-05-10,0,0,0.91,0.09,0.017,0.442
2017-05-11,0.49,0.51,0,0,0.0,0.267
2017-05-12,0,0,0.29,0.71,0.0,0.377
2017-05-13,0,0,0.38,0.62,0.042,0.516
2017-05-14,0,0,0.89,0.11,0.0,0.576
2017-05-15,0,0,0.89,0.11,0.0,0.375
2017-05-16,0,0,0.99,0.01,0.0,0.292
2017-05-17,0,0,0.93,0.07,0.0,0.411
2017-05-18,0,0,0,1,0.0,0.401
2017-05-19,0,0,0.93,0.07,0.0,0.345
2017-05-20,0,0,0,1,0.0,0.345
2017-05-21,0,0,0.98,0.02,0.0,0.367
2017-05-22,0,0,0,1,0.0,0.27
2017-05-23,0,0,0.93,0.07,0.035,0.345
2017-05-24,0.91,0,0,0.09,0.0,0.327
2017-05-25,0,0,0.93,0.07,0.0,0.332
2017-05-26,0.76,0,0,0.24,0.0,0.552
2017-05-27,0,0,0.98,0.02,0.0,0.445
2017-05-28,0,0,0.42,0.58,0.0,0.459
2017-05-29,0,0,0.31,0.69,0.0,0.414
2017-05-30,0,0,0.44,0.56,0.0,0.367
2017-05-31,0,0,0,1,0.0,0.325
2017-06-01,0.7,0,0,0.3,0.0,0.405
2017-06-02,0,0,0.98,0.02,0.0,0.538
2017-06-03,0,0,0.96,0.04,0.0,0.401
2017-06-04,0,0,0.93,0.07,0.0,0.452
2017-06-05,0.6,0.4,0,0,0.0,0.218
2017-06-06,0.67,0.33,0,0,0.107,0.331
2017-06-07,0.99,0,0,0.01,0.087,0.461
2017-06-08,0,0,0.82,0.18,0.0,0.375
2017-06-09,0,0,0.56,0.44,0.0,0.568
2017-06-10,0,0,0.98,0.02,0.031,0.327
2017-06-11,0.33,0.67,0,0,0.0,0.164
2017-06-12,0.73,0.27,0,0,0.0,0.417
2017-06-13,0,0,0.87,0.13,0.0,0.411
2017-06-14,0,0,0.91,0.09,0.0,0.511
2017-06-15,0,0,0.33,0.67,0.0,0.385
2017-06-16,0,0,0.98,0.02,0.0,0.369
2017-06-17,0,0,0.98,0.02,0.0,0.332
2017-06-18,0.98,0,0,0.02,0.0,0.307
2017-06-19,0,0,0.98,0.02,0.0,0.267
2017-06-20,0,0,0.91,0.09,0.0,0.371
2017-06-21,0,0,0,1,0.0,0.438
2017-06-22,0,0,0.96,0.04,0.0,0.414
2017-06-23,0.99,0,0,0.01,0.0,0.311
2017-06-24,0.18,0.82,0,0,0.024,0.066
2017-06-25,0.6,0.4,0,0,0.01,0.305
2017-06-26,0.64,0.36,0,0,0.201,0.305
2017-06-27,0.53,0.47,0,0,0.0,0.247
2017-06-28,0,0,0.96,0.04,0.0,0.394
2017-06-29,0.97,0,0,0.03,0.0,0.424
2017-06-30,0,0,0.93,0.07,0.0,0.388
2017-07-01,0.71,0,0,0.29,0.003,0.237
2017-07-02,0,0,0.36,0.64,0.637,0.381
2017-07-03,0,0,0.49,0.51,0.467,0.558
2017-07-04,0,0,0.98,0.02,0.003,0.355
2017-07-05,0.98,0,0,0.02,0.0,0.247
2017-07-06,0.71,0,0,0.29,0.235,0.337
2017-07-07,0,0.27,0.73,0,0.114,0.21
2017-07-08,0,0,0.21,0.79,0.031,0.412
2017-07-09,0.67,0.33,0,0,0.225,0.167
2017-07-10,0,0,0.4,0.6,1.0,0.451
2017-07-11,0,0,0.89,0.11,0.007,0.277
2017-07-12,0,0,0.98,0.02,0.0,0.382
2017-07-13,0,0,0.98,0.02,0.0,0.288
2017-07-14,0,0,0,1,0.0,0.341
2017-07-15,0,0,0.89,0.11,0.294,0.295
2017-07-16,0,0,0.44,0.56,0.156,0.224
2017-07-17,0,0,0.33,0.67,0.052,0.267
2017-07-18,0,0,0.96,0.04,0.017,0.361
2017-07-19,0,0,0.96,0.04,0.0,0.271
2017-07-20,0,0,0.91,0.09,0.0,0.322
2017-07-21,0,0,0.27,0.73,0.0,0.381
2017-07-22,0,0,0.22,0.78,0.003,0.335
2017-07-23,0,0,0.3,0.7,0.924,0.312
2017-07-24,0,0,0.96,0.04,0.021,0.191
2017-07-25,0.64,0.36,0,0,0.0,0.382
2017-07-26,0.71,0.29,0,0,0.0,0.398
2017-07-27,0.51,0.49,0,0,0.024,0.288
2017-07-28,0.49,0.51,0,0,0.059,0.221
2017-07-29,0.62,0.38,0,0,0.0,0.304
2017-07-30,0.78,0,0,0.22,0.0,0.359
2017-07-31,0.53,0.47,0,0,0.024,0.193
2017-08-01,0.62,0.38,0,0,0.014,0.238
2017-08-02,0.51,0.49,0,0,0.0,0.198
2017-08-03,0,0.38,0.62,0,0.0,0.437
2017-08-04,0.51,0.49,0,0,0.0,0.258
2017-08-05,0.67,0.33,0,0,0.0,0.243
2017-08-06,0.6,0.4,0,0,0.035,0.25
2017-08-07,0,0,0.96,0.04,0.0,0.352
2017-08-08,0.67,0,0,0.33,0.0,0.29
2017-08-09,0.64,0.36,0,0,0.017,0.362
2017-08-10,0.59,0.41,0,0,0.038,0.268
2017-08-11,0.64,0.36,0,0,0.003,0.331
2017-08-12,0.67,0.33,0,0,0.0,0.327
2017-08-13,0.64,0.36,0,0,0.0,0.395
2017-08-14,0.69,0.31,0,0,0.01,0.522
2017-08-15,0.67,0.33,0,0,0.647,0.553
2017-08-16,0.64,0.36,0,0,0.014,0.534
2017-08-17,0.64,0.36,0,0,0.003,0.409
2017-08-18,0.47,0.53,0,0,0.0,0.131
2017-08-19,0.62,0.38,0,0,0.0,0.302
2017-08-20,0.71,0.29,0,0,0.862,0.465
2017-08-21,0,0,0.31,0.69,0.035,0.394
2017-08-22,0.99,0,0,0.01,0.0,0.277
2017-08-23,0,0,0.58,0.42,0.218,0.663
2017-08-24,0,0,0.47,0.53,0.097,0.665
2017-08-25,0,0,0.96,0.04,0.0,0.357
2017-08-26,0.69,0,0,0.31,0.0,0.304
2017-08-27,0.56,0.44,0,0,0.0,0.225
2017-08-28,0.22,0.78,0,0,0.062,0.168
2017-08-29,0.49,0,0,0.51,0.0,0.495
2017-08-30,0.69,0,0,0.31,0.0,0.275
2017-08-31,0.24,0.76,0,0,0.0,0.054
2017-09-01,0.63,0.37,0,0,0.0,0.292
2017-09-02,0.58,0.42,0,0,0.0,0.297
2017-09-03,0.6,0.4,0,0,0.0,0.285
2017-09-04,0.61,0.39,0,0,0.0,0.238
2017-09-05,0.6,0.4,0,0,0.0,0.258
2017-09-06,0.2,0.8,0,0,0.014,0.094
2017-09-07,0.76,0,0,0.24,0.0,0.262
2017-09-08,0,0,0.93,0.07,0.0,0.334
2017-09-09,0.24,0.76,0,0,0.0,0.054
2017-09-10,0.58,0.42,0,0,0.003,0.207
2017-09-11,0.56,0.44,0,0,0.166,0.312
2017-09-12,0,0,0.93,0.07,0.0,0.424
2017-09-13,0.71,0,0,0.29,0.0,0.265
2017-09-14,0.76,0.24,0,0,0.0,0.287
2017-09-15,0.69,0.31,0,0,0.0,0.498
2017-09-16,0.67,0.33,0,0,0.0,0.506
2017-09-17,0.56,0.44,0,0,0.0,0.375
2017-09-18,0,0,0.96,0.04,0.0,0.441
2017-09-19,0,0,0.44,0.56,0.055,0.568
2017-09-21,0.56,0.44,0,0,0.0,0.258
2017-09-22,0.62,0.38,0,0,0.0,0.28
2017-09-23,0.47,0.53,0,0,0.0,0.164
2017-09-24,0.67,0.33,0,0,0.0,0.245
2017-09-25,0.56,0.44,0,0,0.0,0.215
2017-09-26,0.71,0.29,0,0,0.0,0.284
2017-09-28,0.71,0,0,0.29,0.0,0.448
2017-09-29,0,0,0.42,0.58,0.0,0.372
2017-09-30,0.24,0.76,0,0,0.0,0.096
2017-10-01,0.67,0.33,0,0,0.028,0.377
2017-10-02,0.67,0.33,0,0,0.01,0.392
2017-10-03,0.67,0,0,0.33,0.0,0.372
2017-10-04,0.92,0,0,0.08,0.0,0.183
2017-10-05,0.71,0.29,0,0,0.0,0.355
2017-10-06,0.64,0.36,0,0,0.003,0.328
2017-10-07,0.62,0.38,0,0,0.0,0.228
2017-10-08,0.56,0.44,0,0,0.0,0.147
2017-10-09,0,0,0,1,0.0,0.238
2017-10-10,0.22,0.78,0,0,0.0,0.073
2017-10-11,0.71,0,0,0.29,0.138,0.381
2017-10-13,0.98,0,0,0.02,0.0,0.449
2017-10-14,0.27,0.73,0,0,0.0,0.097
2017-10-15,0.69,0.31,0,0,0.0,0.312
2017-10-16,0.7,0,0,0.3,0.0,0.308
2017-10-17,0.2,0.8,0,0,0.0,0.073
2017-10-18,0.67,0.33,0,0,0.0,0.382
2017-10-19,0.67,0.33,0,0,0.0,0.324
2017-10-20,0.24,0.76,0,0,0.0,0.076
2017-10-21,0.21,0.79,0,0,0.0,0.073
2017-10-23,0.31,0.69,0,0,0.0,0.19
2017-10-24,0.71,0,0,0.29,0.0,0.342
2017-10-25,0.22,0.78,0,0,0.0,0.05
2017-10-26,0.26,0.74,0,0,0.0,0.084
2017-10-27,0.78,0,0,0.22,0.0,0.185
2017-10-28,0.62,0.38,0,0,0.0,0.252
2017-10-29,0.71,0,0,0.29,0.0,0.592
2017-10-30,0.76,0,0,0.24,0.0,0.327
2017-10-31,0.27,0.73,0,0,0.0,0.153
2017-11-01,0,0,0.38,0.62,0.0,0.275
2017-11-02,0,0,0.91,0.09,0.007,0.265
2017-11-03,0.98,0,0,0.02,0.01,0.512
2017-11-04,0.71,0,0,0.29,0.0,0.382
2017-11-06,0.42,0.58,0,0,0.0,0.214
2017-11-07,0.58,0.42,0,0,0.0,0.28
2017-11-08,0,0,0.98,0.02,0.0,0.408
2017-11-09,0.73,0,0,0.27,0.0,0.17
2017-11-10,0.28,0.72,0,0,0.052,0.133
2017-11-11,0.76,0,0,0.24,0.0,0.295
2017-11-12,0,0,0.96,0.04,0.0,0.23
2017-11-13,0.49,0.51,0,0,0.031,0.221
2017-11-14,0,0,0.93,0.07,0.0,0.448
2017-11-15,0.69,0,0,0.31,0.0,0.427
2017-11-16,0.69,0,0,0.31,0.0,0.264
2017-11-17,0.64,0.36,0,0,0.0,0.334
2017-11-18,0.67,0,0,0.33,0.0,0.588
2017-11-19,0,0,0.89,0.11,0.0,0.285
2017-11-20,0.29,0.71,0,0,0.0,0.178
2017-11-22,0.51,0.49,0,0,0.003,0.268
2017-11-23,0.98,0,0,0.02,0.0,0.325
2017-11-25,0.5,0.5,0,0,0.166,0.288
2017-11-27,0.27,0.73,0,0,0.0,0.148
2017-11-28,0.4,0.6,0,0,0.003,0.167
2017-11-29,0.71,0,0,0.29,0.0,0.478
2017-11-30,0.69,0,0,0.31,0.0,0.529
2017-12-01,0.73,0,0,0.27,0.0,0.197
2017-12-03,0.44,0.56,0,0,0.028,0.218
2017-12-04,0.71,0,0,0.29,0.0,0.555
