날짜,교통량,풍속,강우량,북,동,남,서,미세먼지
20161009,0.701,0.431,0.0,0.73,0,0,0.27,0.0740741
20161010,0.765,0.204,0.0,0.73,0,0,0.27,0.0666667
20161011,0.792,0.15,0.0,0.23,0.77,0,0,0.0814815
20161012,0.811,0.318,0.0,0.71,0,0,0.29,0.162963
20161013,0.805,0.262,0.0,0.76,0,0,0.24,0.2148148
20161014,0.824,0.178,0.0,0.27,0.73,0,0,0.1481481
20161015,0.799,0.174,0.0,0.24,0.76,0,0,0.3037037
20161016,0.669,0.198,0.01,0.64,0.36,0,0,0.362963
20161017,0.765,0.434,0.0,0.73,0,0,0.27,0.2666667
20161019,0.797,0.094,0.0,0.2,0.8,0,0,0.2148148
20161020,0.794,0.422,0.0,0.6,0.4,0,0,0.2666667
20161021,0.79,0.479,0.0,0.56,0.44,0,0,0.2740741
20161022,0.773,0.248,0.0,0.49,0.51,0,0,0.0888889
20161023,0.663,0.582,0.017,0.56,0.44,0,0,0.1111111
20161024,0.768,0.395,0.0,0.49,0.51,0,0,0.0444444
20161025,0.756,0.382,0.256,0.6,0.4,0,0,0.0518519
20161026,0.784,0.265,0.0,0.82,0,0,0.18,0.0666667
20161028,0.786,0.225,0.0,0.47,0.53,0,0,0.162963
20161029,0.771,0.422,0.0,0.84,0,0,0.16,0.1259259
20161030,0.673,0.23,0.0,0.87,0,0,0.13,0.1185185
20161031,0.766,0.442,0.003,0.78,0,0,0.22,0.0888889
20161101,0.789,0.486,0.0,0.82,0,0,0.18,0.1111111
20161102,0.784,0.114,0.0,0.09,0.91,0,0,0.0740741
20161103,0.808,0.091,0.0,0.13,0.87,0,0,0.1185185
20161104,0.787,0.504,0.0,0,0,0.2,0.8,0.1703704
20161105,0.771,0.361,0.0,0,0,0.27,0.73,0.2444444
20161106,0.694,0.502,0.0,0.56,0.44,0,0,0.3259259
20161107,0.782,0.352,0.038,0.56,0.44,0,0,0.1407407
20161108,0.798,0.508,0.003,0.8,0,0,0.2,0.1703704
20161109,0.793,0.228,0.0,0,0,0.96,0.04,0.362963
20161110,0.737,0.284,0.0,0.56,0.44,0,0,0.2
20161111,0.817,0.381,0.028,0,0,0.73,0.27,0.1925926
20161112,0.743,0.271,0.0,0.42,0.58,0,0,0.162963
20161113,0.675,0.291,0.003,0.57,0.43,0,0,0.2296296
20161114,0.763,0.22,0.01,0.61,0.39,0,0,0.2222222
20161115,0.791,0.421,0.0,0.8,0,0,0.2,0.2148148
20161116,0.775,0.307,0.0,0.79,0,0,0.21,0.1481481
20161117,0.767,0.074,0.0,0.11,0.89,0,0,0.2
20161118,0.79,0.315,0.0,0.56,0.44,0,0,0.2888889
20161119,0.723,0.358,0.0,0,0,0.89,0.11,0.4
20161120,0.658,0.398,0.0,0.84,0,0,0.16,0.2518519
20161121,0.749,0.277,0.0,0.62,0.38,0,0,0.1777778
20161122,0.758,0.568,0.0,0.82,0,0,0.18,0.2148148
20161123,0.768,0.418,0.0,0.84,0,0,0.16,0.1333333
20161124,0.791,0.379,0.0,0.8,0,0,0.2,0.1111111
20161125,0.813,0.133,0.0,0.11,0.89,0,0,0.0962963
20161126,0.725,0.327,0.007,0.44,0.56,0,0,0.1555556
20161128,0.778,0.338,0.0,0.87,0,0,0.13,0.3555556
20161129,0.809,0.268,0.0,0.93,0,0,0.07,0.2888889
20161130,0.783,0.231,0.007,0,0,0.42,0.58,0.1703704
20161201,0.806,0.601,0.0,0.84,0,0,0.16,0.2
20161202,0.823,0.348,0.0,0.89,0,0,0.11,0.1925926
20161203,0.763,0.096,0.0,0.13,0.87,0,0,0.1259259
20161204,0.669,0.18,0.0,0.24,0.76,0,0,0.2222222
20161205,0.785,0.532,0.01,0,0,0.9,0.1,0.3925926
20161206,0.795,0.412,0.0,0.87,0,0,0.13,0.4148148
20161208,0.794,0.307,0.021,0.4,0.6,0,0,0.2
20161209,0.793,0.526,0.021,0.82,0,0,0.18,0.2518519
20161210,0.759,0.271,0.0,0.82,0,0,0.18,0.1703704
20161211,0.662,0.151,0.0,0.19,0.81,0,0,0.1555556
20161212,0.772,0.304,0.0,0.56,0.44,0,0,0.162963
20161213,0.797,0.388,0.0,0.82,0,0,0.18,0.2148148
20161214,0.791,0.398,0.0,0.87,0,0,0.13,0.2962963
20161215,0.788,0.486,0.0,0.84,0,0,0.16,0.2222222
20161216,0.798,0.302,0.0,0,0,0.91,0.09,0.1259259
20161217,0.76,0.354,0.0,0.38,0.62,0,0,0.1259259
20161218,0.675,0.284,0.0,0.42,0.58,0,0,0.2592593
20161219,0.77,0.472,0.0,0.53,0.47,0,0,0.2444444
20161220,0.808,0.039,0.0,0.11,0.89,0,0,0.1777778
20161221,0.795,0.611,0.201,0.6,0.4,0,0,0.2518519
20161222,0.756,0.563,0.163,0,0,0.82,0.18,0.1851852
20161223,0.813,0.576,0.0,0.87,0,0,0.13,0.1555556
20161224,0.733,0.195,0.0,0.16,0.84,0,0,0.2666667
20161225,0.645,0.265,0.0,0.44,0.56,0,0,0.3777778
20161226,0.77,0.094,0.0,0.16,0.84,0,0,0.3111111
20161227,0.796,0.534,0.0,0.82,0,0,0.18,0.2444444
20161228,0.795,0.332,0.0,0,0,0.87,0.13,0.2
20161230,0.769,0.146,0.0,0.2,0.8,0,0,0.1185185
20161231,0.678,0.24,0.0,0.31,0.69,0,0,0.1777778
20170101,0.599,0.254,0.0,0.38,0.62,0,0,0.2962963
20170102,0.702,0.404,0.0,0,0,0.87,0.13,0.4222222
20170103,0.743,0.274,0.0,0,0,0.98,0.02,0.5851852
20170104,0.757,0.084,0.0,0.09,0.91,0,0,0.3851852
20170105,0.769,0.553,0.0,0.56,0.44,0,0,0.2592593
20170106,0.783,0.498,0.0,0.51,0.49,0,0,0.162963
20170107,0.72,0.08,0.0,0.18,0.82,0,0,0.0962963
20170108,0.613,0.499,0.0,0,0,0.91,0.09,0.2740741
20170109,0.73,0.475,0.0,0.88,0,0,0.12,0.162963
20170110,0.758,0.451,0.0,0.96,0,0,0.04,0.3407407
20170111,0.756,0.314,0.0,0,0,0.87,0.13,0.1185185
20170112,0.749,0.562,0.0,0.82,0,0,0.18,0.0888889
20170114,0.69,0.578,0.0,0.78,0,0,0.22,0.0962963
20170115,0.59,0.382,0.0,0.87,0,0,0.13,0.0888889
20170116,0.709,0.131,0.0,0.11,0.89,0,0,0.1037037
20170117,0.727,0.17,0.0,0.24,0.76,0,0,0.1925926
20170118,0.731,0.178,0.0,0.97,0,0,0.03,0.3333333
20170119,0.735,0.362,0.0,0,0,0.87,0.13,0.5407407
20170120,0.633,0.582,0.017,0.8,0,0,0.2,0.5333333
20170122,0.505,0.573,0.0,0.77,0,0,0.23,0.2518519
20170123,0.672,0.359,0.0,0,0,0.87,0.13,0.2
20170124,0.714,0.324,0.0,0.82,0,0,0.18,0.2592593
20170125,0.725,0.173,0.0,0.87,0,0,0.13,0.2074074
20170126,0.711,0.225,0.0,0.24,0.76,0,0,0.2666667
20170127,0.544,0.451,0.021,0.91,0,0,0.09,0.3555556
20170128,0.594,0.247,0.0,0.48,0.52,0,0,0.1481481
20170129,0.474,0.248,0.024,0.54,0.46,0,0,0.0888889
20170130,0.492,0.505,0.0,0,0,0.82,0.18,0.1185185
20170131,0.651,0.274,0.0,0.82,0,0,0.18,0.2518519
20170201,0.707,0.462,0.0,0.82,0,0,0.18,0.1333333
20170202,0.713,0.302,0.0,0,0,0.82,0.18,0.1555556
20170203,0.729,0.238,0.0,0,0,0.98,0.02,0.1259259
20170204,0.67,0.317,0.0,0.4,0.6,0,0,0.3333333
20170205,0.545,0.3,0.003,0,0,0.9,0.1,0.5185185
20170206,0.699,0.451,0.0,0,0,0.87,0.13,0.4074074
20170207,0.714,0.241,0.0,0.96,0,0,0.04,0.2
20170208,0.709,0.287,0.0,0,0,0.89,0.11,0.1703704
20170209,0.717,0.519,0.0,0,0,0.88,0.12,0.2222222
20170210,0.737,0.569,0.0,0,0,0.93,0.07,0.1333333
20170211,0.683,0.449,0.0,0,0,0.84,0.16,0.1259259
20170212,0.592,0.27,0.0,0,0,0.91,0.09,0.1185185
20170213,0.702,0.087,0.0,0.13,0.87,0,0,0.1333333
20170214,0.727,0.417,0.0,0.84,0,0,0.16,0.2074074
20170215,0.726,0.117,0.0,0.18,0.82,0,0,0.237037
20170216,0.731,0.12,0.0,0.2,0.8,0,0,0.3037037
20170217,0.736,0.575,0.028,0,0,0.89,0.11,0.3407407
20170218,0.687,0.438,0.0,0.81,0,0,0.19,0.1259259
20170219,0.586,0.341,0.007,0.36,0.64,0,0,0.1259259
20170220,0.708,0.732,0.003,0.8,0,0,0.2,0.1925926
20170221,0.765,0.22,0.0,0,0,0.87,0.13,0.162963
20170223,0.784,0.615,0.0,0.84,0,0,0.16,0.2074074
20170224,0.794,0.29,0.0,0,0,0.9,0.1,0.1555556
20170225,0.689,0.234,0.0,0.94,0,0,0.06,0.1259259
20170227,0.751,0.248,0.0,0,0,0.96,0.04,0.237037
20170228,0.787,0.234,0.0,0,0,0.88,0.12,0.1777778
20170301,0.67,0.18,0.035,0.27,0.73,0,0,0.1925926
20170303,0.798,0.305,0.0,0,0,0.89,0.11,0.162963
20170304,0.739,0.164,0.0,0.27,0.73,0,0,0.162963
20170305,0.638,0.277,0.003,0,0,0.98,0.02,0.237037
20170306,0.768,0.611,0.0,0.82,0,0,0.18,0.3555556
20170307,0.788,0.559,0.0,0.82,0,0,0.18,0.1851852
20170308,0.829,0.414,0.0,0,0,0.82,0.18,0.1481481
20170309,0.875,0.362,0.0,0,0,0.9,0.1,0.1481481
20170310,0.883,0.399,0.0,0,0,0.87,0.13,0.1555556
20170311,0.84,0.308,0.0,0,0,0.89,0.11,0.1925926
20170312,0.723,0.379,0.0,0,0,0.84,0.16,0.2962963
20170313,0.862,0.361,0.0,0.87,0,0,0.13,0.4740741
20170314,0.894,0.509,0.0,0.84,0,0,0.16,0.3111111
20170315,0.895,0.359,0.0,0,0,0.88,0.12,0.2148148
20170316,0.891,0.397,0.0,0,0,0.93,0.07,0.1777778
20170317,0.932,0.327,0.0,0,0,0.94,0.06,0.3185185
20170318,0.882,0.411,0.0,0,0,0.88,0.12,0.4
20170319,0.754,0.147,0.0,0.27,0.73,0,0,0.3703704
20170320,0.886,0.26,0.0,0.58,0.42,0,0,0.4
20170321,0.897,0.359,0.0,0,0,0.93,0.07,0.5037037
20170322,0.896,0.385,0.0,0.84,0,0,0.16,0.4962963
20170323,0.879,0.359,0.0,0,0,0.8,0.2,0.2296296
20170324,0.447,0.365,0.0,0.4,0.6,0,0,0.3111111
20170325,0.411,0.241,0.0,0.9,0,0,0.1,0.2592593
20170326,0.351,0.365,0.0,0,0,0.96,0.04,0.3111111
20170327,0.407,0.378,0.0,0,0,0.91,0.09,0.3185185
20170328,0.438,0.317,0.0,0,0,0.87,0.13,0.4
20170329,0.438,0.377,0.0,0,0,0.89,0.11,0.4222222
20170330,0.445,0.264,0.0,0.98,0,0,0.02,0.2888889
20170331,0.431,0.377,0.01,0.51,0.49,0,0,0.3111111
20170401,0.911,0.399,0.007,0.49,0.51,0,0,0.2444444
20170402,0.807,0.088,0.0,0.17,0.83,0,0,0.1185185
20170403,0.923,0.394,0.0,0,0,0.82,0.18,0.2444444
20170404,0.944,0.451,0.0,0,0,0.91,0.09,0.3925926
20170405,0.918,0.462,0.26,0.56,0.44,0,0,0.3407407
20170406,0.926,0.435,0.021,0,0,0.44,0.56,0.2222222
20170407,0.976,0.391,0.0,0,0,0.84,0.16,0.1333333
20170408,0.93,0.359,0.003,0,0,0.86,0.14,0.2074074
20170410,0.944,0.502,0.0,0.56,0.44,0,0,0.1925926
20170411,0.953,0.459,0.0,0,0,0.93,0.07,0.1185185
20170412,0.463,0.516,0.0,0,0,0.84,0.16,0.1703704
20170413,0.966,0.504,0.0,0,0,0.38,0.62,0.0888889
20170414,0.449,0.489,0.042,0,0,0.38,0.62,0.1925926
20170415,0.408,0.341,0.0,0,0,0.84,0.16,0.162963
20170416,0.332,0.116,0.0,0.69,0,0,0.31,0.2296296
20170417,0.902,0.414,0.038,0.4,0,0,0.6,0.2296296
20170418,0.916,0.456,0.052,0,0,0.76,0.24,0.1851852
20170419,0.942,0.402,0.0,0,0,0,1,0.1555556
20170420,0.942,0.389,0.0,0.76,0,0,0.24,0.1259259
20170421,0.955,0.374,0.0,0,0,0,1,0.162963
20170422,0.801,0.521,0.0,0,0,0.96,0.04,0.1777778
20170423,0.755,0.365,0.0,0,0,0.93,0.07,0.1851852
20170424,0.895,0.247,0.0,0.47,0.53,0,0,0.1703704
20170425,0.921,0.544,0.0,0,0,0.47,0.53,0.1407407
20170426,0.912,0.411,0.0,0.76,0,0,0.24,0.2222222
20170427,0.895,0.362,0.0,0.73,0,0,0.27,0.1185185
20170428,0.907,0.559,0.0,0,0,0.26,0.74,0.1037037
20170429,0.378,0.511,0.0,0,0,0.33,0.67,0.1777778
20170430,0.624,0.437,0.0,0,0,0.3,0.7,0.2
20170501,0.758,0.365,0.0,0,0,0,1,0.362963
20170502,0.873,0.452,0.0,0,0,0.92,0.08,0.3555556
20170503,0.815,0.518,0.0,0,0,0.98,0.02,0.3555556
20170504,0.896,0.405,0.0,0.98,0,0,0.02,0.237037
20170505,0.8,0.448,0.0,0,0,0.96,0.04,0.2296296
20170506,0.823,0.698,0.0,0,0,0.58,0.42,0.1777778
20170507,0.719,0.465,0.0,0,0,0.94,0.06,0.1481481
20170508,0.725,0.262,0.0,0,0,0.89,0.11,0.1185185
20170509,0.806,0.24,0.017,0.58,0.42,0,0,0.2666667
20170510,0.919,0.442,0.017,0,0,0.91,0.09,0.2296296
20170511,0.943,0.267,0.0,0.49,0.51,0,0,0.1481481
20170512,0.97,0.377,0.0,0,0,0.29,0.71,0.2444444
20170513,0.922,0.516,0.042,0,0,0.38,0.62,0.3111111
20170514,0.817,0.576,0.0,0,0,0.89,0.11,0.1925926
20170515,0.932,0.375,0.0,0,0,0.89,0.11,0.1037037
20170516,0.931,0.292,0.0,0,0,0.99,0.01,0.0814815
20170517,0.944,0.411,0.0,0,0,0.93,0.07,0.1111111
20170518,0.967,0.401,0.0,0,0,0,1,0.1333333
20170519,0.985,0.345,0.0,0,0,0.93,0.07,0.1925926
20170520,0.931,0.345,0.0,0,0,0,1,0.1851852
20170521,0.806,0.367,0.0,0,0,0.98,0.02,0.1555556
20170522,0.932,0.27,0.0,0,0,0,1,0.1407407
20170523,0.951,0.345,0.035,0,0,0.93,0.07,0.1925926
20170524,0.941,0.327,0.0,0.91,0,0,0.09,0.162963
20170525,0.956,0.332,0.0,0,0,0.93,0.07,0.1111111
20170526,0.979,0.552,0.0,0.76,0,0,0.24,0.1037037
20170527,0.927,0.445,0.0,0,0,0.98,0.02,0.0592593
20170528,0.793,0.459,0.0,0,0,0.42,0.58,0.1037037
20170529,0.903,0.414,0.0,0,0,0.31,0.69,0.162963
20170530,0.915,0.367,0.0,0,0,0.44,0.56,0.2666667
20170531,0.853,0.325,0.0,0,0,0,1,0.1703704
20170601,0.888,0.405,0.0,0.7,0,0,0.3,0.1481481
20170602,0.926,0.538,0.0,0,0,0.98,0.02,0.1333333
20170603,0.9,0.401,0.0,0,0,0.96,0.04,0.0740741
20170604,0.76,0.452,0.0,0,0,0.93,0.07,0.0814815
20170605,0.892,0.218,0.0,0.6,0.4,0,0,0.0814815
20170606,0.782,0.331,0.107,0.67,0.33,0,0,0.0962963
20170607,0.887,0.461,0.087,0.99,0,0,0.01,0.0740741
20170608,0.941,0.375,0.0,0,0,0.82,0.18,0.0740741
20170609,0.952,0.568,0.0,0,0,0.56,0.44,0.2074074
20170610,0.913,0.327,0.031,0,0,0.98,0.02,0.2814815
20170611,0.788,0.164,0.0,0.33,0.67,0,0,0.1703704
20170612,0.917,0.417,0.0,0.73,0.27,0,0,0.0666667
20170613,0.934,0.411,0.0,0,0,0.87,0.13,0.0888889
20170614,0.931,0.511,0.0,0,0,0.91,0.09,0.1259259
20170615,0.927,0.385,0.0,0,0,0.33,0.67,0.1555556
20170616,0.93,0.369,0.0,0,0,0.98,0.02,0.1925926
20170617,0.898,0.332,0.0,0,0,0.98,0.02,0.2814815
20170618,0.768,0.307,0.0,0.98,0,0,0.02,0.2222222
20170619,0.894,0.267,0.0,0,0,0.98,0.02,0.1925926
20170620,0.913,0.371,0.0,0,0,0.91,0.09,0.237037
20170621,0.912,0.438,0.0,0,0,0,1,0.2222222
20170622,0.92,0.414,0.0,0,0,0.96,0.04,0.2518519
20170623,0.937,0.311,0.0,0.99,0,0,0.01,0.1703704
20170624,0.894,0.066,0.024,0.18,0.82,0,0,0.1703704
20170625,0.752,0.305,0.01,0.6,0.4,0,0,0.1703704
20170626,0.878,0.305,0.201,0.64,0.36,0,0,0.162963
20170627,0.916,0.247,0.0,0.53,0.47,0,0,0.1259259
20170628,0.92,0.394,0.0,0,0,0.96,0.04,0.1407407
20170629,0.937,0.424,0.0,0.97,0,0,0.03,0.237037
20170630,0.952,0.388,0.0,0,0,0.93,0.07,0.2592593
20170701,0.9,0.237,0.003,0.71,0,0,0.29,0.2740741
20170702,0.713,0.381,0.637,0,0,0.36,0.64,0.2222222
20170703,0.838,0.558,0.467,0,0,0.49,0.51,0.1259259
20170704,0.878,0.355,0.003,0,0,0.98,0.02,0.1111111
20170705,0.894,0.247,0.0,0.98,0,0,0.02,0.1777778
20170706,0.9,0.337,0.235,0.71,0,0,0.29,0.2074074
20170707,0.904,0.21,0.114,0,0.27,0.73,0,0.2518519
20170708,0.834,0.412,0.031,0,0,0.21,0.79,0.0962963
20170709,0.713,0.167,0.225,0.67,0.33,0,0,0.1259259
20170710,0.794,0.451,1.0,0,0,0.4,0.6,0.1333333
20170711,0.886,0.277,0.007,0,0,0.89,0.11,0.0666667
20170712,0.913,0.382,0.0,0,0,0.98,0.02,0.1925926
20170713,0.898,0.288,0.0,0,0,0.98,0.02,0.237037
20170714,0.953,0.341,0.0,0,0,0,1,0.2592593
20170715,0.865,0.295,0.294,0,0,0.89,0.11,0.2518519
20170716,0.746,0.224,0.156,0,0,0.44,0.56,0.1037037
20170717,0.901,0.267,0.052,0,0,0.33,0.67,0.0888889
20170718,0.918,0.361,0.017,0,0,0.96,0.04,0.1037037
20170719,0.929,0.271,0.0,0,0,0.96,0.04,0.1259259
20170720,0.937,0.322,0.0,0,0,0.91,0.09,0.1925926
20170721,0.963,0.381,0.0,0,0,0.27,0.73,0.2814815
20170722,0.902,0.335,0.003,0,0,0.22,0.78,0.3333333
20170723,0.709,0.312,0.924,0,0,0.3,0.7,0.3111111
20170724,0.873,0.191,0.021,0,0,0.96,0.04,0.2592593
20170725,0.929,0.382,0.0,0.64,0.36,0,0,0.162963
20170726,0.954,0.398,0.0,0.71,0.29,0,0,0.1111111
20170727,0.96,0.288,0.024,0.51,0.49,0,0,0.0740741
20170728,0.944,0.221,0.059,0.49,0.51,0,0,0.1259259
20170729,0.898,0.304,0.0,0.62,0.38,0,0,0.1407407
20170730,0.782,0.359,0.0,0.78,0,0,0.22,0.0592593
20170731,0.886,0.193,0.024,0.53,0.47,0,0,0.1111111
20170801,0.942,0.238,0.014,0.62,0.38,0,0,0.0962963
20170802,0.925,0.198,0.0,0.51,0.49,0,0,0.0888889
20170803,0.936,0.437,0.0,0,0.38,0.62,0,0.1703704
20170804,0.928,0.258,0.0,0.51,0.49,0,0,0.1037037
20170805,0.869,0.243,0.0,0.67,0.33,0,0,0.1333333
20170806,0.749,0.25,0.035,0.6,0.4,0,0,0.1555556
20170807,0.891,0.352,0.0,0,0,0.96,0.04,0.1333333
20170808,0.922,0.29,0.0,0.67,0,0,0.33,0.162963
20170809,0.935,0.362,0.017,0.64,0.36,0,0,0.2074074
20170810,0.926,0.268,0.038,0.59,0.41,0,0,0.1703704
20170811,0.953,0.331,0.003,0.64,0.36,0,0,0.037037
20170812,0.908,0.327,0.0,0.67,0.33,0,0,0.0444444
20170813,0.778,0.395,0.0,0.64,0.36,0,0,0.0444444
20170814,0.916,0.522,0.01,0.69,0.31,0,0,0.0444444
20170815,0.739,0.553,0.647,0.67,0.33,0,0,0.0296296
20170816,0.917,0.534,0.014,0.64,0.36,0,0,0.0296296
20170817,0.956,0.409,0.003,0.64,0.36,0,0,0.0296296
20170818,0.967,0.131,0.0,0.47,0.53,0,0,0.0444444
20170819,0.905,0.302,0.0,0.62,0.38,0,0,0.1259259
20170820,0.746,0.465,0.862,0.71,0.29,0,0,0.1111111
20170821,0.911,0.394,0.035,0,0,0.31,0.69,0.0518519
20170822,0.958,0.277,0.0,0.99,0,0,0.01,0.0592593
20170823,0.934,0.663,0.218,0,0,0.58,0.42,0.0740741
20170824,0.932,0.665,0.097,0,0,0.47,0.53,0.0740741
20170825,0.964,0.357,0.0,0,0,0.96,0.04,0.0666667
20170826,0.935,0.304,0.0,0.69,0,0,0.31,0.0962963
20170827,0.815,0.225,0.0,0.56,0.44,0,0,0.0814815
20170828,0.916,0.168,0.062,0.22,0.78,0,0,0.0962963
20170829,0.947,0.495,0.0,0.49,0,0,0.51,0.1259259
20170830,0.944,0.275,0.0,0.69,0,0,0.31,0.0592593
20170831,0.951,0.054,0.0,0.24,0.76,0,0,0.0740741
20170901,0.984,0.292,0.0,0.63,0.37,0,0,0.1481481
20170902,0.918,0.297,0.0,0.58,0.42,0,0,0.0888889
20170903,0.794,0.285,0.0,0.6,0.4,0,0,0.1111111
20170904,0.911,0.238,0.0,0.61,0.39,0,0,0.1481481
20170905,0.941,0.258,0.0,0.6,0.4,0,0,0.1333333
20170906,0.926,0.094,0.014,0.2,0.8,0,0,0.0962963
20170907,0.972,0.262,0.0,0.76,0,0,0.24,0.1259259
20170908,0.983,0.334,0.0,0,0,0.93,0.07,0.1851852
20170909,0.94,0.054,0.0,0.24,0.76,0,0,0.2444444
20170910,0.819,0.207,0.003,0.58,0.42,0,0,0.2962963
20170911,0.904,0.312,0.166,0.56,0.44,0,0,0.2666667
20170912,0.938,0.424,0.0,0,0,0.93,0.07,0.1185185
20170913,0.96,0.265,0.0,0.71,0,0,0.29,0.0962963
20170914,0.954,0.287,0.0,0.76,0.24,0,0,0.0740741
20170915,0.969,0.498,0.0,0.69,0.31,0,0,0.0888889
20170916,0.945,0.506,0.0,0.67,0.33,0,0,0.0592593
20170917,0.83,0.375,0.0,0.56,0.44,0,0,0.037037
20170918,0.933,0.441,0.0,0,0,0.96,0.04,0.037037
20170919,0.947,0.568,0.055,0,0,0.44,0.56,0.0740741
20170921,0.96,0.258,0.0,0.56,0.44,0,0,0.0740741
20170922,0.476,0.28,0.0,0.62,0.38,0,0,0.1111111
20170923,0.893,0.164,0.0,0.47,0.53,0,0,0.1407407
20170924,0.815,0.245,0.0,0.67,0.33,0,0,0.1851852
20170925,0.935,0.215,0.0,0.56,0.44,0,0,0.2740741
20170926,0.939,0.284,0.0,0.71,0.29,0,0,0.1925926
20170928,0.869,0.448,0.0,0.71,0,0,0.29,0.1703704
20170929,0.918,0.372,0.0,0,0,0.42,0.58,0.0592593
20170930,0.923,0.096,0.0,0.24,0.76,0,0,0.0666667
20171001,0.779,0.377,0.028,0.67,0.33,0,0,0.1333333
20171002,0.838,0.392,0.01,0.67,0.33,0,0,0.1481481
20171003,0.72,0.372,0.0,0.67,0,0,0.33,0.0740741
20171004,0.794,0.183,0.0,0.92,0,0,0.08,0.0814815
20171005,0.693,0.355,0.0,0.71,0.29,0,0,0.0666667
20171006,0.732,0.328,0.003,0.64,0.36,0,0,0.0518519
20171007,0.792,0.228,0.0,0.62,0.38,0,0,0.0518519
20171008,0.769,0.147,0.0,0.56,0.44,0,0,0.0444444
20171009,0.79,0.238,0.0,0,0,0,1,0.0962963
20171010,0.919,0.073,0.0,0.22,0.78,0,0,0.1259259
20171011,0.925,0.381,0.138,0.71,0,0,0.29,0.1333333
20171013,0.989,0.449,0.0,0.98,0,0,0.02,0.0814815
20171014,0.953,0.097,0.0,0.27,0.73,0,0,0.1111111
20171015,0.827,0.312,0.0,0.69,0.31,0,0,0.0888889
20171016,0.752,0.308,0.0,0.7,0,0,0.3,0.0814815
20171017,0.913,0.073,0.0,0.2,0.8,0,0,0.1185185
20171018,0.963,0.382,0.0,0.67,0.33,0,0,0.1481481
20171019,0.978,0.324,0.0,0.67,0.33,0,0,0.0962963
20171020,0.992,0.076,0.0,0.24,0.76,0,0,0.0740741
20171021,0.957,0.073,0.0,0.21,0.79,0,0,0.1185185
20171023,0.945,0.19,0.0,0.31,0.69,0,0,0.0962963
20171024,0.963,0.342,0.0,0.71,0,0,0.29,0.0740741
20171025,0.978,0.05,0.0,0.22,0.78,0,0,0.1111111
20171026,0.97,0.084,0.0,0.26,0.74,0,0,0.162963
20171027,0.99,0.185,0.0,0.78,0,0,0.22,0.2074074
20171028,0.951,0.252,0.0,0.62,0.38,0,0,0.2518519
20171029,0.845,0.592,0.0,0.71,0,0,0.29,0.2
20171030,0.933,0.327,0.0,0.76,0,0,0.24,0.162963
20171031,0.944,0.153,0.0,0.27,0.73,0,0,0.0962963
20171101,0.955,0.275,0.0,0,0,0.38,0.62,0.1037037
20171102,0.951,0.265,0.007,0,0,0.91,0.09,0.1481481
20171103,0.947,0.512,0.01,0.98,0,0,0.02,0.1925926
20171104,0.931,0.382,0.0,0.71,0,0,0.29,0.1925926
20171106,0.929,0.214,0.0,0.42,0.58,0,0,0.2
20171107,0.947,0.28,0.0,0.58,0.42,0,0,0.1481481
20171108,0.957,0.408,0.0,0,0,0.98,0.02,0.1851852
20171109,0.963,0.17,0.0,0.73,0,0,0.27,0.2148148
20171110,0.971,0.133,0.052,0.28,0.72,0,0,0.1777778
20171111,0.945,0.295,0.0,0.76,0,0,0.24,0.1555556
20171112,0.716,0.23,0.0,0,0,0.96,0.04,0.0962963
20171113,0.924,0.221,0.031,0.49,0.51,0,0,0.1333333
20171114,0.941,0.448,0.0,0,0,0.93,0.07,0.1777778
20171115,0.942,0.427,0.0,0.69,0,0,0.31,0.1259259
20171116,0.928,0.264,0.0,0.69,0,0,0.31,0.0814815
20171117,0.896,0.334,0.0,0.64,0.36,0,0,0.1037037
20171118,0.875,0.588,0.0,0.67,0,0,0.33,0.1777778
20171119,0.773,0.285,0.0,0,0,0.89,0.11,0.162963
20171120,0.864,0.178,0.0,0.29,0.71,0,0,0.0888889
20171122,0.856,0.268,0.003,0.51,0.49,0,0,0.2296296
20171123,0.846,0.325,0.0,0.98,0,0,0.02,0.2222222
20171125,0.779,0.288,0.166,0.5,0.5,0,0,0.0888889
20171127,0.777,0.148,0.0,0.27,0.73,0,0,0.1703704
20171128,0.792,0.167,0.003,0.4,0.6,0,0,0.2148148
20171129,0.802,0.478,0.0,0.71,0,0,0.29,0.3407407
20171130,0.802,0.529,0.0,0.69,0,0,0.31,0.1851852
20171201,0.827,0.197,0.0,0.73,0,0,0.27,0.0666667
20171203,0.67,0.218,0.028,0.44,0.56,0,0,0.1777778
20171204,0.778,0.555,0.0,0.71,0,0,0.29,0.2592593
20171206,0.772,0.188,0.003,0,0.41,0.59,0,0.0814815
20171208,0.821,0.281,0.0,0.91,0,0,0.09,0.237037
20171209,0.787,0.121,0.0,0.33,0.67,0,0,0.1555556
20171211,0.776,0.452,0.0,0.82,0,0,0.18,0.1851852
20171212,0.864,0.368,0.0,0.51,0,0,0.49,0.0740741
20171213,0.888,0.33,0.0,0.57,0,0,0.43,0.1259259
20171214,0.909,0.104,0.0,0.21,0.79,0,0,0.1481481
20171215,0.839,0.071,0.0,0.2,0.8,0,0,0.2666667
20171216,0.687,0.367,0.0,0.67,0,0,0.33,0.4296296
20171217,0.784,0.274,0.0,0.86,0,0,0.14,0.2
20171219,0.908,0.247,0.0,0.82,0,0,0.18,0.2592593
